551	2	872
324	3	960
870	3	341
795	2	321
336	3	448
209	3	300
498	4	462
567	4	605
404	0	211
290	2	455
740	4	402
250	2	812
243	2	309
875	4	285
653	3	283
658	3	257
560	2	98
898	3	470
41	2	624
143	3	302
631	3	187
797	3	190
129	3	234
302	3	269
658	2	154
451	2	553
531	3	689
292	3	222
718	2	422
180	0	1386
290	0	573
86	2	574
270	2	14
177	3	270
377	3	478
941	3	486
148	3	345
44	2	471
730	3	519
416	3	814
462	0	1131
292	3	54
311	3	659
513	2	184
804	2	143
486	3	55
906	4	277
874	2	54
526	3	282
503	2	385
632	1	777
633	4	271
746	3	81
642	3	469
706	3	675
9	3	198
584	3	60
41	3	467
64	3	167
292	0	553
94	4	182
404	0	1220
647	1	69
640	2	257
388	2	941
869	3	97
895	3	401
469	4	8
441	4	63
90	3	337
374	3	175
392	3	71
605	3	619
561	0	113
200	3	961
814	4	64
268	0	1039
639	2	390
144	0	830
392	2	1039
341	3	92
124	2	197
746	2	938
795	4	227
659	0	1177
845	3	78
343	4	118
370	4	97
802	1	263
350	2	872
706	3	366
789	0	68
649	2	628
889	2	842
158	2	814
228	0	314
397	2	72
794	3	116
180	0	1390
574	2	321
518	4	878
714	4	49
193	4	185
925	2	288
390	4	179
618	4	81
903	2	693
626	1	567
416	1	121
874	2	7
422	2	747
693	3	583
544	3	232
42	4	407
613	0	24
302	1	1410
515	4	659
404	0	1003
618	3	301
619	3	171
874	4	179
300	3	28
304	0	178
629	4	475
221	3	618
781	2	1104
292	2	1225
249	3	158
159	4	22
37	0	225
415	1	363
434	3	108
386	4	223
12	2	209
888	2	248
649	2	513
166	3	85
736	2	46
373	2	23
312	3	515
502	3	1316
271	3	49
757	4	602
547	2	412
362	3	379
665	2	299
806	3	565
435	2	178
268	4	370
206	4	215
209	3	194
665	3	190
398	2	377
405	4	473
451	4	123
297	3	194
757	4	383
291	4	189
268	3	409
906	3	709
69	2	141
714	3	474
636	1	618
746	4	22
487	3	233
313	3	826
647	4	483
837	4	172
456	2	234
401	3	257
636	0	322
845	3	549
451	4	99
850	1	1275
465	4	95
534	4	477
300	4	356
704	4	0
654	1	769
206	2	786
12	3	442
405	3	91
221	0	928
64	4	196
194	3	303
43	3	422
425	3	609
609	3	70
505	3	257
803	4	646
311	4	518
431	3	844
553	3	86
150	3	110
893	3	332
377	2	1210
313	3	1040
307	3	317
48	0	454
665	2	171
278	4	162
647	0	224
31	2	116
345	4	430
94	2	88
298	3	134
188	4	9
765	3	558
471	4	207
681	2	548
804	3	57
295	1	23
726	1	1034
503	2	101
344	4	55
937	2	987
681	1	682
845	2	269
161	3	1010
452	3	257
924	2	815
352	1	327
501	4	681
327	3	191
487	3	775
404	0	647
925	3	301
757	3	894
536	3	647
626	2	657
178	2	306
709	4	134
750	4	417
504	3	120
362	1	87
394	4	185
901	3	299
673	3	826
715	2	822
560	2	500
935	2	294
647	3	215
464	2	495
56	4	180
247	4	155
486	3	596
785	3	500
177	3	30
715	3	609
924	2	558
939	4	299
840	4	887
400	4	315
94	3	526
698	2	1335
193	2	142
285	4	166
826	2	315
82	2	138
177	1	297
285	2	168
27	2	94
304	2	58
931	4	482
478	3	195
97	3	46
652	2	366
406	3	181
710	3	179
879	2	392
920	0	239
108	3	16
421	1	357
561	4	81
339	3	422
765	2	678
402	3	684
661	4	92
29	2	538
885	1	230
665	1	4
541	3	417
681	3	627
293	4	514
267	1	373
455	4	473
96	4	6
652	3	299
333	3	97
101	0	66
289	2	234
592	0	292
298	2	345
835	4	11
769	4	507
816	3	293
473	3	413
528	3	287
174	3	132
59	3	1122
144	4	172
223	2	332
757	4	183
710	3	1167
122	3	181
607	2	304
757	3	90
362	4	306
483	4	777
177	4	72
562	3	69
765	2	432
929	2	404
302	4	233
664	2	925
490	4	899
452	3	353
180	1	743
378	4	204
267	3	210
666	3	693
765	2	506
420	3	914
536	1	1049
867	1	366
605	2	1276
12	2	879
267	0	406
708	3	650
174	3	110
401	2	116
236	3	190
506	4	897
670	4	180
404	1	522
383	3	747
206	3	24
720	3	683
876	4	169
149	3	146
62	1	2
312	2	669
424	1	156
278	3	842
86	2	12
568	3	301
607	3	69
268	3	97
801	1	558
642	2	684
562	4	320
377	2	950
885	0	714
895	2	558
297	3	841
114	2	268
587	1	651
634	1	747
721	2	121
89	2	17
710	4	169
278	3	381
901	3	274
852	2	257
252	4	517
559	2	974
94	3	78
311	3	505
483	2	28
832	2	383
457	3	236
25	2	475
561	3	189
327	3	370
309	3	739
558	2	186
933	2	312
918	1	136
392	3	54
714	1	105
748	3	46
133	4	0
499	4	474
338	2	1138
793	4	115
621	3	174
15	4	193
91	2	224
681	1	383
325	2	670
888	2	435
838	4	126
416	2	998
520	2	162
492	0	270
659	3	651
621	3	567
861	4	433
781	1	294
122	4	8
628	4	161
74	3	110
895	1	472
30	4	31
496	1	628
392	2	1184
863	2	1043
397	3	356
347	3	236
91	2	924
290	2	2
632	2	580
290	0	768
279	3	85
317	4	256
896	4	602
503	2	730
344	0	324
365	4	200
17	2	703
13	2	474
116	3	149
401	4	275
225	3	507
217	2	3
675	4	992
341	3	422
891	2	228
681	0	832
633	2	822
453	2	130
620	0	450
760	1	475
500	2	455
206	3	281
470	3	171
757	4	482
310	3	1034
416	2	78
108	2	62
288	2	146
108	2	731
830	3	1062
212	3	508
693	4	97
144	2	562
794	2	46
91	1	239
100	1	1050
454	2	147
626	0	728
830	3	478
379	3	59
715	2	471
12	4	211
312	3	384
745	4	78
850	1	974
173	3	238
505	1	197
683	3	87
794	2	418
757	3	1033
263	4	183
449	3	6
242	2	15
487	4	467
847	4	169
342	3	123
541	3	587
829	4	99
750	1	312
852	3	1024
124	4	133
933	2	1284
278	1	1150
524	3	99
41	2	505
91	1	545
536	3	413
373	1	155
909	2	24
733	2	661
550	3	747
327	2	166
889	3	323
12	0	557
679	4	284
146	4	749
9	3	609
879	3	187
800	3	306
763	2	1151
307	3	69
891	3	464
898	3	229
523	2	23
551	2	987
150	3	781
302	1	545
262	4	522
882	4	463
221	3	401
43	3	4
415	1	178
384	0	203
499	2	121
879	2	467
846	3	81
362	2	185
177	2	1156
342	4	202
150	3	608
797	3	490
935	3	2
912	4	130
270	4	179
313	3	654
405	1	157
275	3	1266
72	4	656
238	2	99
253	2	356
266	3	64
10	3	424
310	4	204
804	2	110
144	3	357
159	3	58
184	3	180
789	2	84
617	3	272
275	4	126
415	4	231
880	4	356
275	2	1082
59	3	728
750	2	777
99	1	291
700	2	254
137	3	516
298	4	9
869	4	356
513	2	509
317	3	264
748	4	377
706	3	1250
307	2	708
639	3	232
147	4	662
404	0	91
325	2	140
587	2	1507
238	4	488
254	3	270
757	2	251
701	2	448
380	4	497
462	3	812
193	2	85
179	4	468
48	1	327
940	3	1006
888	3	167
362	0	181
68	0	244
126	4	900
473	2	72
319	2	500
753	1	117
534	4	422
405	0	574
765	3	520
767	1	150
229	3	498
622	3	257
560	3	1102
488	4	749
101	0	514
289	3	81
879	0	40
399	2	689
804	1	401
150	3	8
652	1	801
881	3	10
192	3	552
561	1	510
395	2	976
249	3	292
421	3	853
270	3	846
314	3	45
921	2	549
880	0	13
233	2	590
587	4	62
485	2	243
63	4	704
832	2	514
408	2	713
243	3	21
537	2	272
869	2	809
483	2	24
880	1	416
392	3	365
627	4	689
824	2	695
503	4	97
795	2	1162
177	3	110
718	2	290
831	2	257
863	3	465
434	3	8
757	4	519
215	3	171
213	4	179
339	3	203
200	3	149
654	2	470
0	2	29
199	3	928
893	2	306
609	3	215
513	3	257
233	2	147
863	3	390
292	4	171
9	2	703
845	4	1
545	2	894
405	3	0
467	3	221
941	3	314
853	1	618
520	2	549
906	4	24
321	4	482
84	2	156
175	2	180
852	3	303
825	3	61
6	0	550
338	3	432
127	3	714
592	3	57
290	4	843
71	4	133
822	4	30
247	3	404
120	3	630
483	4	232
183	2	442
13	4	524
644	2	72
756	2	160
870	2	288
386	1	324
853	2	146
531	3	1216
470	3	94
500	3	116
377	2	673
380	3	1532
388	3	177
536	3	489
488	4	359
614	4	186
391	4	288
277	4	602
243	2	649
117	4	426
467	4	1069
803	4	180
404	3	1043
69	2	404
783	3	322
118	4	193
900	1	179
797	3	171
419	4	85
267	1	549
175	2	288
291	3	225
645	1	345
869	0	735
505	4	193
58	1	870
863	2	421
235	3	221
697	2	658
591	2	1008
388	3	135
471	1	87
59	3	180
915	2	558
377	2	958
501	0	300
915	0	930
93	3	292
855	1	325
864	0	107
888	4	10
659	1	403
372	2	509
449	4	291
64	2	237
714	1	742
692	2	654
794	2	545
339	4	525
720	2	69
344	4	195
302	0	677
911	2	653
931	2	187
792	2	105
150	4	96
572	3	656
624	2	691
585	2	231
791	2	275
560	1	94
822	2	51
587	4	958
404	1	653
716	1	23
626	1	96
268	1	345
839	3	528
49	4	1007
845	2	64
844	0	339
421	2	247
750	2	309
212	4	124
829	4	731
215	4	281
245	2	417
158	0	102
781	2	1250
167	2	471
252	1	332
513	3	131
478	2	225
5	1	257
89	3	490
428	4	317
591	4	466
885	3	789
820	3	434
13	4	22
750	2	331
449	2	46
51	3	120
57	4	1100
98	3	287
869	2	801
713	4	299
338	2	613
866	3	654
895	2	140
247	4	113
58	4	12
794	0	738
846	3	95
599	4	95
877	1	235
513	2	210
304	2	162
838	1	865
623	3	992
326	2	417
111	2	293
523	3	317
450	3	878
523	3	268
922	3	830
942	3	355
601	3	147
886	3	417
221	0	378
762	3	509
93	3	355
915	2	152
124	4	238
248	0	825
826	2	330
546	4	301
867	1	154
199	2	1048
285	4	587
107	3	123
572	3	257
111	4	315
356	4	272
84	2	744
216	1	181
926	3	825
274	2	172
425	2	134
327	1	181
910	3	196
825	3	0
310	3	124
404	0	178
885	3	126
535	4	735
797	4	253
253	0	648
847	1	41
396	0	990
451	2	613
902	3	332
781	1	323
377	2	955
85	2	288
750	4	658
715	2	948
377	3	81
741	1	221
69	4	142
665	3	235
538	4	482
406	3	204
681	3	584
558	3	72
747	2	167
939	3	320
449	3	321
536	2	1334
665	3	152
55	2	77
879	2	1052
616	3	564
93	4	507
561	1	384
654	2	282
839	4	483
496	2	1406
446	2	925
737	3	527
193	4	27
833	3	306
854	2	58
